,gene_ids,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,mean,std
NECAB3,ENSG00000125967,30,False,30,0.021851853,98.88888888888889,59.0,True,0.09145318455705626,4.348255709742052,5.1320686,1.7299016738498274e-11,0.19036036909249981
PXMP4,ENSG00000101417,43,False,43,0.030740742,98.4074074074074,83.0,True,0.13718412376876013,4.842516502775472,6.1079726,-8.261163095527748e-11,0.2250937947936888
RALY,ENSG00000125970,611,False,611,0.3225926,77.37037037037037,871.0,True,0.8641253630157831,3.6046187037167936,1.8221786,-2.513653044451178e-10,0.7472258298801462
PIGU,ENSG00000101464,63,False,63,0.037037037,97.66666666666667,100.0,True,0.13087668632937832,3.36061239421761,3.1819944,1.358656831215601e-10,0.26697104202734734
UQCC1,ENSG00000101019,66,False,66,0.034814816,97.55555555555556,94.0,True,0.15019719990494854,4.130518629439913,4.7021527,-4.53657887938169e-11,0.26746250030566027
RBM39,ENSG00000131051,954,False,954,0.5125926,64.66666666666667,1384.0,True,1.165814758365663,3.214541416235794,0.97173095,-6.100551209005105e-10,0.9098058771735691
AAR2,ENSG00000131043,63,False,63,0.026666667,97.66666666666667,72.0,True,0.10656566477353825,2.101977131128984,0.69685423,1.256826522225589e-10,0.2570473393727925
MYL9,ENSG00000101335,27,False,27,0.018888889,99.0,51.0,True,0.14554637800904946,3.886460581491179,4.220267,1.6823238615508646e-10,0.239003086186571
RPN2,ENSG00000118705,602,False,602,0.30074075,77.7037037037037,812.0,True,0.8405098838359844,3.6561213140588706,1.8778856,2.711356092891158e-10,0.7525423688449114
BLCAP,ENSG00000166619,212,False,212,0.09555556,92.14814814814815,258.0,True,0.33213481007982104,2.7043722489171014,0.64481556,-1.638110972788408e-10,0.4613307836390447
CTNNBL1,ENSG00000132792,275,False,275,0.13,89.81481481481481,351.0,True,0.4337619455857203,3.2185385719425628,1.3037591,-3.4174384087482306e-10,0.5208884609095001
MAFB,ENSG00000204103,260,False,260,0.15185185,90.37037037037037,410.0,True,0.44088740236156687,2.676474711348192,0.60906273,4.568573234318964e-11,0.5228895882685419
SRSF6,ENSG00000124193,179,False,179,0.08296296,93.37037037037037,224.0,True,0.292829441183655,2.641201062557475,0.56385684,4.2364938951424344e-12,0.4260341514038497
TTPAL,ENSG00000124120,42,False,42,0.017037038,98.44444444444444,46.0,True,0.08074201817956202,2.141809902395621,0.7755029,1.8172793604371401e-10,0.22278662429033466
PKIG,ENSG00000168734,117,False,117,0.054814816,95.66666666666667,148.0,True,0.25349841505931026,2.1374261394540937,0.76684725,-2.4712881054997536e-10,0.4033914546845572
YWHAB,ENSG00000166913,1353,False,1353,0.9137037,49.88888888888889,2467.0,True,1.5620909314807383,2.808010666100293,0.51289034,7.300891145962129e-10,1.0324406316027508
DNTTIP1,ENSG00000101457,184,False,184,0.0937037,93.18518518518518,253.0,True,0.3530849603122261,4.403586903679029,2.8224895,-3.502168286651079e-10,0.4377434415783144
UBE2C,ENSG00000175063,8,False,8,0.007037037,99.70370370370371,19.0,True,0.014546437292353814,2.3994962150460206,1.2842973,-5.093506477515293e-11,0.09049922238583546
MMP9,ENSG00000100985,6,False,6,0.0022222223,99.77777777777777,6.0,True,0.017726052611582024,2.5034269509503577,1.4895056,-2.0876208856959837e-11,0.09858810186487783
LINC00494,ENSG00000235621,6,False,6,0.0022222223,99.77777777777777,6.0,True,0.014143260519798384,2.125786123670919,0.7438644,-3.611446850441481e-11,0.09200474691918112
STAU1,ENSG00000124214,125,False,125,0.06185185,95.37037037037037,167.0,True,0.2120684079604123,2.5868454848273785,1.6542132,1.638110972788408e-10,0.3635740986520769
CEBPB,ENSG00000172216,872,False,872,0.73925924,67.70370370370371,1996.0,True,1.304136245008556,2.9308827698401494,0.5518657,2.8335965938239136e-10,0.960996747940954
KCNG1,ENSG00000026559,23,False,23,0.016296295,99.14814814814815,44.0,True,0.11305259957742948,4.188879157136385,4.817384,5.823937945500005e-11,0.21666371079961796
ATP9A,ENSG00000054793,5,False,5,0.0022222223,99.81481481481481,6.0,True,0.015502597741212003,2.4834080579326097,1.449979,4.447404957996714e-11,0.09268295779206862
FAM210B,ENSG00000124098,79,False,79,0.05148148,97.07407407407408,139.0,True,0.27118307699226984,5.7281691604526825,7.856669,-7.272647853327846e-11,0.29878194346900894
RTFDC1,ENSG00000022277,566,False,566,0.26,79.03703703703704,702.0,True,0.7420004751267997,2.789701389760715,0.651052,-1.355678046445579e-10,0.7147325183691611
ZBP1,ENSG00000124256,155,False,155,0.08925926,94.25925925925927,241.0,True,0.3569199809739313,4.571189616516701,3.037285,-2.711356092891158e-10,0.43106603686957146
PMEPA1,ENSG00000124225,15,False,15,0.007037037,99.44444444444444,19.0,True,0.03106074309615943,2.212167394544385,0.9144218,-2.5948525107747412e-11,0.1352348748617272
STX16,ENSG00000124222,226,False,226,0.104074076,91.62962962962963,281.0,True,0.3763008463102547,3.3339901902564772,1.4517192,-1.7228408506912567e-10,0.48294935701655256
TUBB1,ENSG00000101162,53,False,53,0.054444443,98.03703703703704,147.0,True,0.31567579232571635,4.4418592660434175,2.8715384,1.2089453151815312e-10,0.33088378878339864
PSMA7,ENSG00000101182,1511,False,1511,1.0777777,44.03703703703704,2910.0,True,1.6770959013775077,3.2472588941632607,1.3322088,7.171148520423391e-10,1.0315587621690376
DIDO1,ENSG00000101191,100,False,100,0.044074073,96.2962962962963,119.0,True,0.19271204081121407,2.6908808144577514,1.8596281,5.507442063685165e-11,0.34247004925193564
GID8,ENSG00000101193,283,False,283,0.13037036,89.51851851851852,352.0,True,0.42826640161190416,2.834703999130066,0.81184566,2.6266262149883094e-10,0.5243539086057897
TPD52L2,ENSG00000101150,210,False,210,0.09111111,92.22222222222223,246.0,True,0.3454433806461401,2.9045534761029845,0.90136313,-1.4121646317141448e-12,0.46586900814247045
TCEA2,ENSG00000171703,145,False,145,0.06037037,94.62962962962963,163.0,True,0.24631169474461945,2.477220726992332,1.4377621,8.755420716627698e-11,0.39299210281816455
RGS19,ENSG00000171700,724,False,724,0.37814814,73.18518518518519,1021.0,True,0.9052147635688483,2.7778884415340013,0.53361046,-4.159707443292978e-10,0.7825336814201455
PRSS57,ENSG00000185198,13,False,13,0.0074074073,99.51851851851852,20.0,True,0.031101531176755667,2.0129647457232123,0.5211017,8.066990458667052e-11,0.13817481808284307
ELANE,ENSG00000197561,6,False,6,0.0022222223,99.77777777777777,6.0,True,0.015531484775042405,2.277900994128361,1.0442109,-2.957641948723228e-11,0.09468999589924962
POLR2E,ENSG00000099817,441,False,441,0.21444444,83.66666666666667,579.0,True,0.6197075016265529,3.1355737704247226,1.1408005,2.174733532839783e-10,0.6397028475265186
ATP5D,ENSG00000099624,1459,False,1459,0.9274074,45.96296296296296,2504.0,True,1.5945380197250894,2.963211150395424,0.8023818,-3.7018571916044073e-10,1.0180286444989557
C19orf24,ENSG00000228300,505,False,505,0.23592593,81.2962962962963,637.0,True,0.6756009406837725,2.683068153418991,0.50006145,-8.614204253456284e-11,0.6806638642366135
MUM1,ENSG00000160953,75,False,75,0.046666667,97.22222222222221,126.0,True,0.19351961648102775,4.542775668585821,5.516143,-1.1862182906398817e-10,0.2987041479903899
ATP8B3,ENSG00000130270,7,False,7,0.0025925925,99.74074074074075,7.0,True,0.01543998152032583,2.107296464092619,0.7073571,1.303701010342741e-11,0.0960667945391446
PLEKHJ1,ENSG00000104886,446,False,446,0.19777778,83.48148148148148,534.0,True,0.6269294410249516,3.502459008546731,1.6603028,-4.2929804804110004e-10,0.6452017281511218
GADD45B,ENSG00000099860,634,False,634,0.33481482,76.51851851851852,904.0,True,0.8890714609567455,3.249535316871917,1.2687343,3.530411579285362e-10,0.7833760908363222
SLC39A3,ENSG00000141873,171,False,171,0.07703704,93.66666666666667,208.0,True,0.2703483256393253,2.0052857568386266,0.5059398,-3.142066305563972e-10,0.41932505452356056
NFIC,ENSG00000141905,104,False,104,0.054074075,96.14814814814815,146.0,True,0.20401793605034851,3.8170414903299528,4.083201,-1.383921339079862e-10,0.33008996264774504
DOHH,ENSG00000129932,55,False,55,0.023333333,97.96296296296296,63.0,True,0.08621969640580536,2.064415176423095,0.6226892,-7.696297242842089e-11,0.23110052010177387
TBXA2R,ENSG00000006638,14,False,14,0.015555556,99.48148148148148,42.0,True,0.0736426232010418,4.516916992518092,5.4650855,2.6831128002568752e-11,0.1579263873856694
SIRT6,ENSG00000077463,82,False,82,0.034444444,96.96296296296296,93.0,True,0.13256372954810344,2.0810163585139474,0.65546775,-7.555080779670674e-11,0.287810106200617
CCDC94,ENSG00000105248,125,False,125,0.06111111,95.37037037037037,165.0,True,0.21605184955829493,3.1889637785632186,2.8430789,1.1297317053713159e-11,0.356321005822949
FEM1A,ENSG00000141965,69,False,69,0.03888889,97.44444444444444,105.0,True,0.15217099491201896,3.886510464270335,4.2203655,-2.2877067033769146e-10,0.2779842939250919
SAFB2,ENSG00000130254,192,False,192,0.08740741,92.88888888888889,236.0,True,0.3239664383752837,3.3047337629805686,1.4142249,-1.666354265422691e-10,0.440971077705469
DUS3L,ENSG00000141994,155,False,155,0.067777775,94.25925925925927,183.0,True,0.2595969289513928,3.302481239020205,3.067216,-1.2709481685427304e-11,0.39399864272382734
VMAC,ENSG00000187650,66,False,66,0.027037038,97.55555555555556,73.0,True,0.11908175557437206,2.115320883016354,0.7232011,-1.5533810948855594e-11,0.27308017929455675
ALKBH7,ENSG00000125652,635,False,635,0.32518518,76.48148148148148,878.0,True,0.8268530154709921,3.371406424392737,1.4747349,3.205613713991109e-10,0.7397207433892461
DENND1C,ENSG00000205744,158,False,158,0.07074074,94.14814814814815,191.0,True,0.26626463161777986,3.2947240108823754,3.0518997,2.4430448128654707e-10,0.39804639467272845
PCP2,ENSG00000174788,11,False,11,0.005185185,99.59259259259258,14.0,True,0.02416123677621421,2.022726391208586,0.5403758,7.546478849113725e-11,0.12121238248176644
RETN,ENSG00000104918,114,False,114,0.064444445,95.77777777777777,174.0,True,0.23889526544337106,2.4212533336533086,1.3272561,-1.1032536185266756e-10,0.3807281768738643
MAP2K7,ENSG00000076984,130,False,130,0.06481481,95.18518518518519,175.0,True,0.24064833450008963,2.9207537729177266,2.313506,9.602719495656184e-11,0.3817311138094442
CD320,ENSG00000167775,168,False,168,0.07148148,93.77777777777779,193.0,True,0.2784367150842174,2.021866630055325,0.5386783,2.640747861305451e-10,0.42878041764204894
RAB11B,ENSG00000185236,384,False,384,0.16703704,85.77777777777777,451.0,True,0.546598019275432,2.6305681912131895,0.55023,-4.97081950363379e-10,0.6077917322711449
MARCH2,ENSG00000099785,147,False,147,0.0637037,94.55555555555556,172.0,True,0.24963061898535488,2.2606905020103967,1.0102293,-2.5701396297197436e-10,0.3945939360278807
HNRNPM,ENSG00000099783,840,False,840,0.4437037,68.88888888888889,1198.0,True,1.0586636394751017,3.09947962323789,1.0348527,9.420517160556503e-10,0.8632853391441344
ZNF559,ENSG00000188321,39,False,39,0.017777778,98.55555555555556,48.0,True,0.0772304908933659,2.164573481996621,0.82044894,-7.555080779670674e-11,0.21663055122189345
ZNF561,ENSG00000171469,55,False,55,0.03,97.96296296296296,81.0,True,0.1639395375569017,4.851103151822267,6.1249266,3.3185868845282404e-11,0.25479061634714767
CDC37,ENSG00000105401,608,False,608,0.29740742,77.48148148148148,803.0,True,0.8211571718060459,3.301356821031718,1.375546,1.3768605159212912e-10,0.7537753268086494
S1PR5,ENSG00000180739,123,False,123,0.054074075,95.44444444444444,146.0,True,0.24771738823840656,2.0050592884128933,0.5054926,-1.1881489844723034e-10,0.40200466743998586
ILF3-AS1,ENSG00000267100,437,False,437,0.20814815,83.81481481481481,562.0,True,0.6315658111488017,3.1237999033764168,1.1241289,-6.778390232227895e-11,0.6537996432408381
ILF3,ENSG00000129351,251,False,251,0.117037036,90.70370370370371,316.0,True,0.4118347442607645,3.270172757878548,1.3699323,-1.666354265422691e-10,0.5098099952012388
C19orf52,ENSG00000142444,104,False,104,0.055925924,96.14814814814815,151.0,True,0.20791181594230443,3.7757367318551993,4.0016456,-2.1182469475712173e-10,0.3319092797542146
SMARCA4,ENSG00000127616,128,False,128,0.09,95.25925925925925,243.0,True,0.3072961093945006,5.098656400142369,3.7132742,1.850156318269235e-11,0.3650263322255558
TMEM205,ENSG00000105518,303,False,303,0.1525926,88.77777777777777,412.0,True,0.5096466920284429,3.6545127648336253,1.8624935,-1.101488412737033e-10,0.558981029034021
ZNF653,ENSG00000161914,7,False,7,0.0025925925,99.74074074074075,7.0,True,0.016862823411942635,2.1916139474644605,0.8738396,-9.564519339114699e-12,0.09994423181065543
ECSIT,ENSG00000130159,182,False,182,0.07814815,93.25925925925927,211.0,True,0.283656741423655,2.800999365031389,0.7686506,2.5418963370854608e-11,0.42177040396154
ELOF1,ENSG00000130165,379,False,379,0.19296296,85.96296296296296,521.0,True,0.6392826864024136,4.674853729584934,3.3203905,1.2991914611770133e-10,0.6065316954353439
ZNF69,ENSG00000198429,12,False,12,0.004814815,99.55555555555556,13.0,True,0.024905406818403787,2.0155749857381737,0.5262556,-7.100126568730737e-11,0.12298841408727573
ZNF799,ENSG00000196466,19,False,19,0.01962963,99.29629629629629,53.0,True,0.06726942669324136,4.039786380076281,4.5230045,-2.9646148563590723e-11,0.16715427392724294
FBXW9,ENSG00000132004,14,False,14,0.005185185,99.48148148148148,14.0,True,0.02805789187287747,2.013420003587548,0.5220006,-5.283205765719618e-11,0.13039462698166973
HOOK2,ENSG00000095066,117,False,117,0.06074074,95.66666666666667,164.0,True,0.20726156769683082,3.009205457815475,2.488151,-6.354740842713652e-11,0.3518994160043993
RAD23A,ENSG00000179262,527,False,527,0.24222222,80.48148148148148,654.0,True,0.7202644289459041,3.1332896198513365,1.1375662,-6.382984135347935e-10,0.7034463635500239
IL27RA,ENSG00000104998,284,False,284,0.12555556,89.48148148148148,339.0,True,0.43386524023183054,2.8529548879682887,0.8352356,-1.8075707285941054e-10,0.5339379735535965
SAMD1,ENSG00000141858,21,False,21,0.023703704,99.22222222222223,64.0,True,0.08856217058645825,4.654931534126401,5.7375913,-1.6694433755545655e-10,0.17249260377933429
PRKACA,ENSG00000072062,103,False,103,0.055555556,96.18518518518519,150.0,True,0.2162507398316434,4.18638390724551,4.812457,-2.672521565519019e-10,0.3289149270232097
ZNF333,ENSG00000160961,39,False,39,0.015555556,98.55555555555556,42.0,True,0.07471060176557723,2.1009188115943656,0.69476455,-2.0935340665162197e-10,0.21414162876342463
AC004257.3,ENSG00000270143,8,False,8,0.002962963,99.70370370370371,8.0,True,0.014953794550439483,2.0737782552232584,0.64117634,6.397310917884771e-11,0.09459740107982478
AKAP8,ENSG00000105127,94,False,94,0.04111111,96.51851851851852,111.0,True,0.14844304960157273,2.189793645946691,0.87024546,-1.8071294271466947e-11,0.3042913335862351
TPM4,ENSG00000167460,350,False,350,0.16851851,87.03703703703704,455.0,True,0.5568305497349421,2.64648732079872,0.57063156,-3.2197353603082504e-10,0.6028569248617873
FAM32A,ENSG00000105058,383,False,383,0.19740741,85.81481481481481,533.0,True,0.5683881688994649,3.2308157527596335,1.2756612,-3.6151414571882107e-10,0.6034668773961074
CHERP,ENSG00000085872,96,False,96,0.046666667,96.44444444444444,126.0,True,0.1911368703604723,3.4440339601910974,3.3467078,1.2709481685427304e-11,0.3277556591322633
SMIM7,ENSG00000214046,439,False,439,0.23,83.74074074074073,621.0,True,0.6635976796527153,3.540205250530212,1.7137507,9.037853642970527e-11,0.6530306712620874
MYO9B,ENSG00000099331,192,False,192,0.09111111,92.88888888888889,246.0,True,0.38615326724228566,4.997151641445883,3.583188,-9.602719495656184e-11,0.43875325193743303
BABAM1,ENSG00000105393,331,False,331,0.15666667,87.74074074074075,423.0,True,0.5067490185879768,3.109438175071314,1.1639386,-2.739599385525441e-10,0.5733395856959582
MVB12A,ENSG00000141971,143,False,143,0.062962964,94.7037037037037,170.0,True,0.22306189097243057,2.1831028501552905,0.8570347,1.5957460338369838e-10,0.3763112413931124
SLC27A1,ENSG00000130304,33,False,33,0.03,98.77777777777777,81.0,True,0.11979228248491489,4.869269458181385,6.1607957,1.2462352874877327e-10,0.20308857079104836
COLGALT1,ENSG00000130309,89,False,89,0.037407406,96.70370370370371,101.0,True,0.15506048997518357,2.089628953076004,0.6724731,-3.6716280424567764e-11,0.31204304894464957
INSL3,ENSG00000248099,9,False,9,0.0033333334,99.66666666666667,9.0,True,0.018256981347216216,2.0485550600953095,0.5913738,2.096397354423052e-11,0.10492665644478315
CCDC124,ENSG00000007080,300,False,300,0.1362963,88.88888888888889,368.0,True,0.4600230774535086,3.7395064264826545,1.9714193,-8.472987790284869e-12,0.5326932904825079
IFI30,ENSG00000216490,441,False,441,0.33555555,83.66666666666667,906.0,True,0.7778657254496046,2.8729871064781927,0.76898295,3.939277370311348e-10,0.7067911498312347
JUND,ENSG00000130522,414,False,414,0.20703703,84.66666666666667,559.0,True,0.6931483054331717,3.5557426220267,1.7357513,1.4121646317141448e-10,0.6798916062421545
ELL,ENSG00000105656,65,False,65,0.028888889,97.5925925925926,78.0,True,0.13087169555537895,2.7462071097468077,1.9688683,-1.1085492358956037e-10,0.2772578657440616
CRTC1,ENSG00000105662,35,False,35,0.013333334,98.70370370370371,36.0,True,0.06875771366538887,2.1343107532355314,0.76069605,6.027350331415861e-11,0.20527308863305543
RFXANK,ENSG00000064490,306,False,306,0.1374074,88.66666666666667,371.0,True,0.43960415940289216,2.8796489902622984,0.86944616,-1.1579749980055987e-10,0.5330188322083292
NR2C2AP,ENSG00000184162,112,False,112,0.046296295,95.85185185185185,125.0,True,0.18738008223469876,2.075466566005801,0.64450985,-2.8243292634282896e-12,0.34564350548193296
ZNF682,ENSG00000197124,20,False,20,0.0074074073,99.25925925925925,20.0,True,0.045689494907142386,2.0670535548247355,0.6278986,1.4587908877671286e-10,0.16679252118540297
ZNF493,ENSG00000196268,62,False,62,0.04851852,97.70370370370371,131.0,True,0.19203464207288018,4.440810086123617,5.3148146,-3.530411579285362e-11,0.28473575945950164
LINC00662,ENSG00000261824,66,False,66,0.044444446,97.55555555555556,120.0,True,0.19281370733874084,5.044128658174013,6.50605,-1.3133131074941547e-10,0.2741847891479489
PLEKHF1,ENSG00000166289,130,False,130,0.058518518,95.18518518518519,158.0,True,0.25007144130934195,2.116006898199791,0.7245556,1.432023196847625e-11,0.40238437739732397
ANKRD27,ENSG00000105186,48,False,48,0.030740742,98.22222222222223,83.0,True,0.12345223828257752,4.128924848006963,4.6990056,2.787370267207646e-11,0.2388845221113786
